GLAID,Borough,Priority,Empty,Bedroom
6564,Camden,2,1 to 3 years,Unknown
6565,Camden,2,Over 5 years,Unknown
6566,Camden,2,Over 5 years,Unknown
6567,Camden,5,3 to 5 years,Unknown
6568,Camden,2,Over 5 years,Unknown
6569,Camden,2,1 to 3 years,Unknown
6570,Camden,3,Over 5 years,Unknown
6571,Camden,2,1 to 3 years,Unknown
6572,Camden,2,1 to 3 years,Unknown
6573,Camden,3,Over 5 years,Unknown
6574,Camden,2,Over 5 years,Unknown
6575,Camden,3,Over 5 years,Unknown
6576,Camden,5,Over 5 years,Unknown
6577,Camden,2,1 to 3 years,Unknown
6578,Camden,2,Over 5 years,Unknown
6579,Camden,2,1 to 3 years,Unknown
6580,Camden,2,Over 5 years,Unknown
6581,Camden,2,Over 5 years,Unknown
6582,Camden,2,1 to 3 years,Unknown
6583,Camden,2,1 to 3 years,Unknown
6584,Camden,2,1 to 3 years,Unknown
6585,Camden,2,Over 5 years,Unknown
6586,Camden,2,Over 5 years,Unknown
6587,Camden,2,1 to 3 years,Unknown
6588,Camden,2,1 to 3 years,Unknown
6589,Camden,2,1 to 3 years,Unknown
6590,Camden,3,3 to 5 years,Unknown
6591,Camden,3,Over 5 years,Unknown
6592,Camden,2,Over 5 years,Unknown
6593,Camden,4,3 to 5 years,Unknown
6594,Camden,2,1 to 3 years,Unknown
6595,Camden,5,Over 5 years,Unknown
6596,Camden,1,Over 5 years,Unknown
6597,Camden,3,1 to 3 years,Unknown
6598,Camden,2,Over 5 years,Unknown
6599,Camden,2,1 to 3 years,Unknown
6600,Camden,3,3 to 5 years,Unknown
6601,Camden,2,1 to 3 years,Unknown
6602,Camden,3,1 to 3 years,Unknown
6603,Camden,2,Over 5 years,Unknown
6604,Camden,2,Over 5 years,Unknown
6605,Camden,2,1 to 3 years,Unknown
6606,Camden,2,Over 5 years,Unknown
6607,Camden,2,Over 5 years,Unknown
6608,Camden,2,Over 5 years,Unknown
6609,Camden,2,1 to 3 years,Unknown
6610,Camden,3,Over 5 years,Unknown
6611,Camden,2,1 to 3 years,Unknown
6612,Camden,2,1 to 3 years,Unknown
6613,Camden,3,Over 5 years,Unknown
6614,Camden,2,Over 5 years,Unknown
6615,Camden,2,1 to 3 years,Unknown
6616,Camden,2,Over 5 years,Unknown
6617,Camden,2,Over 5 years,Unknown
6618,Camden,2,Over 5 years,Unknown
6619,Camden,2,1 to 3 years,Unknown
6620,Camden,2,Over 5 years,Unknown
6621,Camden,2,1 to 3 years,Unknown
6622,Camden,2,Over 5 years,Unknown
6623,Camden,2,1 to 3 years,Unknown
6624,Camden,2,1 to 3 years,Unknown
6625,Camden,2,1 to 3 years,Unknown
6626,Camden,2,1 to 3 years,Unknown
6627,Camden,2,1 to 3 years,Unknown
6628,Camden,2,1 to 3 years,Unknown
6629,Camden,2,Over 5 years,Unknown
6630,Camden,2,Over 5 years,Unknown
6631,Camden,2,1 to 3 years,Unknown
6632,Camden,2,1 to 3 years,Unknown
6633,Camden,2,1 to 3 years,Unknown
6634,Camden,2,Over 5 years,Unknown
6635,Camden,2,1 to 3 years,Unknown
6636,Camden,2,Over 5 years,Unknown
6637,Camden,3,1 to 3 years,Unknown
6638,Camden,2,Over 5 years,Unknown
6639,Camden,2,1 to 3 years,Unknown
6640,Camden,2,1 to 3 years,Unknown
6641,Camden,2,Over 5 years,Unknown
6642,Camden,2,Over 5 years,Unknown
6643,Camden,3,1 to 3 years,Unknown
6644,Camden,2,Over 5 years,Unknown
6645,Camden,2,1 to 3 years,Unknown
6646,Camden,2,1 to 3 years,Unknown
6647,Camden,2,1 to 3 years,Unknown
6648,Camden,4,Over 5 years,Unknown
6649,Camden,4,1 to 3 years,Unknown
6650,Camden,3,Over 5 years,Unknown
6651,Camden,5,Over 5 years,Unknown
6652,Camden,2,1 to 3 years,Unknown
6653,Camden,2,1 to 3 years,Unknown
6654,Camden,3,Over 5 years,Unknown
6655,Camden,2,Over 5 years,Unknown
6656,Camden,2,1 to 3 years,Unknown
6657,Camden,2,1 to 3 years,Unknown
6658,Camden,5,Over 5 years,Unknown
6659,Camden,3,Over 5 years,Unknown
6660,Camden,2,Over 5 years,Unknown
6661,Camden,2,1 to 3 years,Unknown
6662,Camden,2,3 to 5 years,Unknown
6663,Camden,3,Over 5 years,Unknown
6664,Camden,2,1 to 3 years,Unknown
6665,Camden,2,Over 5 years,Unknown
6666,Camden,2,Over 5 years,Unknown
6667,Camden,2,Over 5 years,Unknown
6668,Camden,2,Over 5 years,Unknown
6669,Camden,2,1 to 3 years,Unknown
6670,Camden,2,1 to 3 years,Unknown
6671,Camden,2,1 to 3 years,Unknown
6672,Camden,2,Over 5 years,Unknown
6673,Camden,2,Over 5 years,Unknown
6674,Camden,2,Over 5 years,Unknown
6675,Camden,2,Over 5 years,Unknown
6676,Camden,2,Over 5 years,Unknown
6677,Camden,2,Over 5 years,Unknown
6678,Camden,2,Over 5 years,Unknown
6679,Camden,2,Over 5 years,Unknown
6680,Camden,2,3 to 5 years,Unknown
6681,Camden,2,1 to 3 years,Unknown
6682,Camden,2,1 to 3 years,Unknown
6683,Camden,2,Over 5 years,Unknown
6684,Camden,2,1 to 3 years,Unknown
6685,Camden,2,1 to 3 years,Unknown
6686,Camden,2,3 to 5 years,Unknown
6687,Camden,2,1 to 3 years,Unknown
6688,Camden,1,Over 5 years,Unknown
6689,Camden,1,Unknown,Unknown
6690,Camden,2,1 to 3 years,Unknown
6691,Camden,2,1 to 3 years,Unknown
6692,Camden,2,1 to 3 years,Unknown
6693,Camden,2,1 to 3 years,Unknown
6694,Camden,2,1 to 3 years,Unknown
6695,Camden,1,Over 5 years,Unknown
6696,Camden,1,Over 5 years,Unknown
6697,Camden,2,Over 5 years,Unknown
6698,Camden,2,1 to 3 years,Unknown
6699,Camden,2,3 to 5 years,Unknown
6700,Camden,2,Over 5 years,Unknown
6701,Camden,2,Over 5 years,Unknown
6702,Camden,2,Over 5 years,Unknown
6703,Camden,2,Over 5 years,Unknown
6704,Camden,2,Over 5 years,Unknown
6705,Camden,2,1 to 3 years,Unknown
6706,Camden,2,Over 5 years,Unknown
6707,Camden,2,1 to 3 years,Unknown
6708,Camden,2,Over 5 years,Unknown
6709,Camden,2,Over 5 years,Unknown
6710,Camden,2,Over 5 years,Unknown
6711,Camden,2,1 to 3 years,Unknown
6712,Camden,2,1 to 3 years,Unknown
6713,Camden,2,Over 5 years,Unknown
6714,Camden,2,Over 5 years,Unknown
6715,Camden,2,Over 5 years,Unknown
6716,Camden,2,1 to 3 years,Unknown
6717,Camden,2,Over 5 years,Unknown
6718,Camden,2,Over 5 years,Unknown
6719,Camden,2,Over 5 years,Unknown
6720,Camden,2,1 to 3 years,Unknown
6721,Camden,2,Over 5 years,Unknown
6722,Camden,2,Over 5 years,Unknown
6723,Camden,5,Over 5 years,Unknown
6724,Camden,5,Over 5 years,Unknown
6725,Camden,2,1 to 3 years,Unknown
6726,Camden,3,Over 5 years,Unknown
6727,Camden,2,Over 5 years,Unknown
6728,Camden,2,1 to 3 years,Unknown
6729,Camden,2,3 to 5 years,Unknown
6730,Camden,2,Over 5 years,Unknown
6731,Camden,2,1 to 3 years,Unknown
6732,Camden,2,1 to 3 years,Unknown
6733,Camden,2,1 to 3 years,Unknown
6734,Camden,2,1 to 3 years,Unknown
6735,Camden,2,Over 5 years,Unknown
6736,Camden,5,3 to 5 years,Unknown
6737,Camden,5,Over 5 years,Unknown
6738,Camden,2,1 to 3 years,Unknown
6739,Camden,3,Over 5 years,Unknown
6740,Camden,2,Over 5 years,Unknown
6741,Camden,2,Over 5 years,Unknown
6742,Camden,2,1 to 3 years,Unknown
6743,Camden,2,1 to 3 years,Unknown
6744,Camden,2,Over 5 years,Unknown
6745,Camden,2,Over 5 years,Unknown
6746,Camden,2,Over 5 years,Unknown
6747,Camden,2,1 to 3 years,Unknown
6748,Camden,2,1 to 3 years,Unknown
6749,Camden,3,Over 5 years,Unknown
6750,Camden,2,Over 5 years,Unknown
6751,Camden,3,1 to 3 years,Unknown
6752,Camden,2,1 to 3 years,Unknown
6753,Camden,3,Over 5 years,Unknown
6754,Camden,3,1 to 3 years,Unknown
6755,Camden,3,1 to 3 years,Unknown
6756,Camden,2,Over 5 years,Unknown
6757,Camden,2,Over 5 years,Unknown
6758,Camden,2,1 to 3 years,Unknown
6759,Camden,2,Over 5 years,Unknown
6760,Camden,2,Over 5 years,Unknown
6761,Camden,2,1 to 3 years,Unknown
6762,Camden,2,Over 5 years,Unknown
6763,Camden,2,1 to 3 years,Unknown
6764,Camden,2,1 to 3 years,Unknown
6765,Camden,4,Over 5 years,Unknown
6766,Camden,2,1 to 3 years,Unknown
6767,Camden,3,1 to 3 years,Unknown
6768,Camden,2,1 to 3 years,Unknown
6769,Camden,2,1 to 3 years,Unknown
6770,Camden,2,Unknown,Unknown
6771,Camden,3,1 to 3 years,Unknown
6772,Camden,2,Unknown,Unknown
6773,Camden,3,3 to 5 years,Unknown
6774,Camden,2,Over 5 years,Unknown
6775,Camden,2,1 to 3 years,Unknown
6776,Camden,2,Over 5 years,Unknown
6777,Camden,2,Over 5 years,Unknown
6778,Camden,2,Over 5 years,Unknown
6779,Camden,2,1 to 3 years,Unknown
6780,Camden,2,3 to 5 years,Unknown
6781,Camden,2,1 to 3 years,Unknown
6782,Camden,2,Over 5 years,Unknown
6783,Camden,2,1 to 3 years,Unknown
6784,Camden,2,1 to 3 years,Unknown
6785,Camden,2,1 to 3 years,Unknown
6786,Camden,2,1 to 3 years,Unknown
6787,Camden,2,1 to 3 years,Unknown
6788,Enfield,1,Over 5 years,3B
6789,Enfield,1,3 to 5 years,Unknown
6790,Enfield,1,Over 5 years,Unknown
6791,Enfield,3,Over 5 years,5B+
6792,Enfield,1,3 to 5 years,Unknown
6793,Enfield,1,Over 5 years,Unknown
6794,Enfield,4,3 to 5 years,3B
6795,Enfield,1,3 to 5 years,Unknown
6796,Enfield,1,3 to 5 years,Unknown
6797,Enfield,1,Over 5 years,Unknown
6798,Enfield,2,3 to 5 years,Unknown
6799,Enfield,1,Over 5 years,Unknown
6800,Enfield,2,Over 5 years,Unknown
6801,Enfield,3,Over 5 years,4B
6802,Enfield,1,1 to 3 years,Unknown
6803,Enfield,2,Over 5 years,Unknown
6809,Enfield,4,1 to 3 years,3B
6810,Enfield,3,3 to 5 years,3B
6811,Enfield,2,1 to 3 years,Unknown
6812,Enfield,2,1 to 3 years,Unknown
6813,Enfield,1,1 to 3 years,Unknown
6814,Enfield,2,Over 5 years,Unknown
6815,Enfield,2,Over 5 years,Unknown
6816,Enfield,2,Over 5 years,4B
6817,Enfield,3,3 to 5 years,2B
6818,Enfield,2,Over 5 years,Unknown
6819,Enfield,1,1 to 3 years,Unknown
6820,Enfield,2,3 to 5 years,Unknown
6821,Enfield,3,3 to 5 years,Unknown
6822,Enfield,5,Over 5 years,Unknown
6823,Enfield,4,Over 5 years,Unknown
6824,Enfield,1,Over 5 years,Unknown
6825,Enfield,3,3 to 5 years,2B
6826,Enfield,5,1 to 3 years,3B
6827,Enfield,1,3 to 5 years,Unknown
6828,Enfield,5,3 to 5 years,3B
6829,Enfield,3,3 to 5 years,3B
6830,Enfield,2,Over 5 years,2B
6831,Enfield,2,Over 5 years,Unknown
6832,Enfield,2,Over 5 years,Unknown
6833,Enfield,2,Over 5 years,Unknown
6834,Enfield,5,3 to 5 years,Unknown
6835,Enfield,3,Over 5 years,Unknown
6836,Enfield,5,Over 5 years,3B
6837,Enfield,4,Over 5 years,3B
6838,Enfield,2,Over 5 years,Unknown
6839,Enfield,1,Over 5 years,Unknown
6840,Enfield,3,Over 5 years,3B
6841,Enfield,3,Over 5 years,Unknown
6842,Enfield,1,3 to 5 years,Unknown
6843,Enfield,5,Over 5 years,3B
6844,Enfield,3,1 to 3 years,3B
6845,Enfield,3,Over 5 years,2B
6846,Enfield,2,1 to 3 years,Unknown
6848,Enfield,4,Over 5 years,Unknown
6850,Enfield,1,3 to 5 years,Unknown
6851,Enfield,5,Over 5 years,3B
6852,Enfield,2,3 to 5 years,Unknown
6853,Enfield,1,1 to 3 years,Unknown
6855,Enfield,1,1 to 3 years,Unknown
6856,Enfield,1,Over 5 years,Unknown
6857,Enfield,2,Over 5 years,Unknown
6858,Enfield,3,1 to 3 years,3B
6859,Enfield,1,Over 5 years,Unknown
6860,Enfield,2,3 to 5 years,Unknown
6861,Enfield,2,1 to 3 years,3B
6863,Enfield,1,Over 5 years,Unknown
6864,Enfield,1,1 to 3 years,3B
6865,Enfield,5,Over 5 years,3B
6866,Enfield,4,Over 5 years,3B
6867,Enfield,2,3 to 5 years,Unknown
6868,Enfield,3,3 to 5 years,3B
6869,Enfield,4,Over 5 years,Unknown
6870,Enfield,4,Over 5 years,2B
6874,Enfield,2,Over 5 years,Unknown
6875,Enfield,1,Over 5 years,3B
6876,Enfield,2,1 to 3 years,Unknown
6877,Enfield,3,Over 5 years,Unknown
6878,Enfield,1,Over 5 years,Unknown
6879,Enfield,2,3 to 5 years,4B
6880,Enfield,1,3 to 5 years,Unknown
6881,Enfield,4,Over 5 years,4B
6882,Enfield,3,Over 5 years,Unknown
6883,Enfield,2,Over 5 years,Unknown
6884,Enfield,3,Over 5 years,Unknown
6885,Enfield,1,3 to 5 years,3B
6886,Enfield,1,Over 5 years,Unknown
6887,Enfield,1,1 to 3 years,Unknown
6888,Enfield,1,Over 5 years,Unknown
6889,Enfield,3,1 to 3 years,2B
6890,Enfield,1,Over 5 years,Unknown
6891,Enfield,2,Over 5 years,Unknown
6892,Enfield,2,1 to 3 years,2B
6893,Enfield,2,Over 5 years,2B
6894,Enfield,5,Over 5 years,2B
6895,Enfield,3,Over 5 years,3B
6896,Enfield,1,Over 5 years,2B
6897,Enfield,1,Over 5 years,Unknown
6898,Enfield,4,Over 5 years,4B
6899,Enfield,1,3 to 5 years,Unknown
6900,Enfield,3,Over 5 years,3B
6901,Enfield,1,Over 5 years,Unknown
6902,Enfield,5,Over 5 years,4B
6903,Enfield,2,3 to 5 years,Unknown
6904,Enfield,2,Over 5 years,Unknown
6905,Enfield,1,Over 5 years,Unknown
6906,Enfield,2,3 to 5 years,Unknown
6907,Enfield,1,Over 5 years,Unknown
6908,Enfield,2,Over 5 years,Unknown
6909,Enfield,3,Over 5 years,2B
6910,Enfield,1,Over 5 years,Unknown
6911,Enfield,1,Over 5 years,Unknown
6912,Enfield,1,3 to 5 years,Unknown
6913,Enfield,2,Over 5 years,Unknown
6914,Enfield,1,3 to 5 years,Unknown
6915,Enfield,1,Over 5 years,Unknown
6916,Enfield,1,Over 5 years,Unknown
6917,Enfield,2,1 to 3 years,2B
6918,Enfield,3,3 to 5 years,3B
6919,Enfield,2,3 to 5 years,5B+
6920,Enfield,3,Over 5 years,3B
6921,Enfield,4,Over 5 years,3B
6922,Enfield,2,Over 5 years,Unknown
6923,Enfield,1,Over 5 years,3B
6924,Enfield,2,Over 5 years,Unknown
6925,Enfield,1,Over 5 years,Unknown
6926,Enfield,3,Over 5 years,3B
6927,Enfield,5,Over 5 years,3B
6928,Enfield,2,3 to 5 years,Unknown
6929,Enfield,2,Over 5 years,Unknown
6930,Enfield,1,Over 5 years,Unknown
6931,Enfield,2,Over 5 years,Unknown
6932,Enfield,2,Over 5 years,Unknown
6933,Enfield,1,Over 5 years,Unknown
6934,Enfield,1,Over 5 years,Unknown
6935,Enfield,2,Over 5 years,Unknown
6936,Enfield,2,Over 5 years,3B
6937,Enfield,4,Over 5 years,3B
6938,Enfield,2,Over 5 years,Unknown
6939,Enfield,2,Over 5 years,Unknown
6940,Enfield,4,Over 5 years,3B
6941,Enfield,1,Over 5 years,Unknown
6942,Enfield,1,Over 5 years,Unknown
6943,Enfield,3,Over 5 years,3B
6944,Enfield,2,Over 5 years,Unknown
6945,Enfield,2,Over 5 years,Unknown
6946,Enfield,1,1 to 3 years,Unknown
6947,Enfield,3,3 to 5 years,3B
6948,Enfield,1,Over 5 years,Unknown
6949,Enfield,2,1 to 3 years,2B
6950,Enfield,1,Over 5 years,Unknown
6951,Enfield,1,3 to 5 years,Unknown
6952,Enfield,2,Over 5 years,Unknown
6953,Enfield,1,Over 5 years,Unknown
6954,Enfield,1,Over 5 years,Unknown
6955,Enfield,1,Over 5 years,Unknown
6956,Enfield,3,Over 5 years,3B
6957,Enfield,3,1 to 3 years,4B
6958,Enfield,2,1 to 3 years,Unknown
6959,Enfield,3,1 to 3 years,Unknown
6960,Enfield,4,Over 5 years,3B
6961,Enfield,1,3 to 5 years,2B
6962,Enfield,1,Over 5 years,Unknown
6963,Enfield,2,1 to 3 years,3B
6964,Enfield,1,Over 5 years,Unknown
6965,Enfield,2,Over 5 years,5B+
6966,Enfield,5,1 to 3 years,Unknown
6967,Enfield,1,3 to 5 years,Unknown
6968,Enfield,2,Over 5 years,Unknown
6969,Enfield,4,1 to 3 years,3B
6970,Enfield,2,Over 5 years,Unknown
6971,Enfield,3,Over 5 years,Unknown
6972,Enfield,4,Over 5 years,2B
6973,Enfield,1,3 to 5 years,Unknown
6974,Enfield,3,3 to 5 years,3B
6975,Enfield,2,3 to 5 years,Unknown
6976,Enfield,2,Over 5 years,3B
6977,Enfield,5,Over 5 years,2B
6978,Enfield,3,1 to 3 years,4B
6979,Enfield,3,Over 5 years,3B
6980,Enfield,3,Over 5 years,3B
6981,Enfield,2,3 to 5 years,Unknown
6982,Enfield,1,3 to 5 years,Unknown
6983,Enfield,5,Over 5 years,2B
6984,Enfield,3,3 to 5 years,Unknown
6985,Enfield,5,Over 5 years,2B
6986,Enfield,4,Over 5 years,4B
6987,Enfield,4,1 to 3 years,3B
6988,Enfield,4,Over 5 years,2B
6989,Enfield,1,Over 5 years,Unknown
6990,Enfield,2,3 to 5 years,2B
6991,Haringey,3,Over 5 years,2B
6992,Haringey,3,Over 5 years,3B
6993,Haringey,2,1 to 3 years,1B
6994,Haringey,4,Over 5 years,Unknown
6995,Haringey,4,Over 5 years,2B
6996,Haringey,2,3 to 5 years,3B
6997,Haringey,3,Over 5 years,2B
6998,Haringey,2,1 to 3 years,2B
6999,Haringey,2,1 to 3 years,2B
7000,Haringey,3,Over 5 years,Unknown
7001,Haringey,2,1 to 3 years,3B
7002,Haringey,2,1 to 3 years,3B
7003,Haringey,3,1 to 3 years,3B
7004,Haringey,3,1 to 3 years,3B
7005,Haringey,5,Over 5 years,Unknown
7006,Haringey,1,Over 5 years,3B
7007,Haringey,3,Over 5 years,3B
7008,Haringey,3,Over 5 years,3B
7009,Haringey,2,1 to 3 years,3B
7010,Haringey,2,1 to 3 years,3B
7011,Haringey,4,Over 5 years,3B
7012,Haringey,2,Over 5 years,3B
7013,Haringey,4,Over 5 years,2B
7014,Haringey,2,1 to 3 years,3B
7015,Haringey,4,Over 5 years,2B
7016,Haringey,3,Over 5 years,1B
7017,Haringey,3,Over 5 years,3B
7018,Haringey,3,Over 5 years,Unknown
7019,Haringey,2,3 to 5 years,3B
7020,Haringey,4,Over 5 years,2B
7021,Haringey,4,Over 5 years,2B
7022,Haringey,2,3 to 5 years,3B
7023,Haringey,2,3 to 5 years,3B
7024,Haringey,2,Over 5 years,5B+
7025,Haringey,2,1 to 3 years,3B
7026,Haringey,2,1 to 3 years,3B
7027,Haringey,2,1 to 3 years,3B
7028,Haringey,3,1 to 3 years,3B
7029,Haringey,2,3 to 5 years,3B
7030,Haringey,3,Over 5 years,1B
7031,Haringey,2,1 to 3 years,3B
7032,Haringey,3,Over 5 years,1B
7033,Haringey,2,1 to 3 years,3B
7034,Haringey,4,Over 5 years,3B
7035,Haringey,3,Over 5 years,2B
7036,Haringey,3,Over 5 years,1B
7037,Haringey,2,1 to 3 years,3B
7038,Haringey,3,Over 5 years,1B
7039,Haringey,2,1 to 3 years,4B
7040,Haringey,4,Over 5 years,2B
7041,Haringey,3,Over 5 years,3B
7042,Haringey,3,Over 5 years,2B
7043,Haringey,3,Over 5 years,2B
7044,Haringey,1,Over 5 years,2B
7045,Haringey,2,3 to 5 years,3B
7046,Haringey,3,Over 5 years,2B
7047,Haringey,3,Over 5 years,2B
7048,Haringey,2,Over 5 years,4B
7049,Haringey,3,Over 5 years,1B
7050,Haringey,4,Over 5 years,5B+
7051,Haringey,3,Over 5 years,2B
7052,Haringey,3,Over 5 years,2B
7053,Haringey,2,1 to 3 years,1B
7054,Haringey,3,Over 5 years,1B
7055,Haringey,2,1 to 3 years,1B
7056,Haringey,2,1 to 3 years,2B
7057,Haringey,3,Over 5 years,2B
7058,Haringey,3,Over 5 years,2B
7059,Haringey,2,Over 5 years,Unknown
7060,Haringey,3,Over 5 years,3B
7061,Haringey,3,Over 5 years,1B
7062,Haringey,3,Over 5 years,2B
7063,Haringey,2,3 to 5 years,Unknown
7064,Haringey,4,Over 5 years,3B
7065,Haringey,2,1 to 3 years,2B
7066,Haringey,2,Over 5 years,3B
7067,Haringey,3,1 to 3 years,3B
7068,Haringey,2,Over 5 years,3B
7069,Haringey,2,Over 5 years,3B
7070,Haringey,3,1 to 3 years,3B
7071,Haringey,4,Over 5 years,3B
7072,Haringey,2,1 to 3 years,3B
7073,Haringey,4,3 to 5 years,2B
7074,Haringey,4,Over 5 years,Unknown
7075,Haringey,3,Over 5 years,1B
7076,Haringey,4,Over 5 years,5B+
7077,Haringey,4,Over 5 years,Unknown
7078,Haringey,2,1 to 3 years,2B
7079,Haringey,3,Over 5 years,2B
7080,Haringey,2,1 to 3 years,3B
7081,Haringey,2,1 to 3 years,3B
7082,Haringey,3,1 to 3 years,2B
7083,Haringey,3,Over 5 years,3B
7084,Haringey,2,1 to 3 years,3B
7085,Haringey,5,Over 5 years,5B+
7086,Haringey,4,Over 5 years,5B+
7087,Haringey,2,3 to 5 years,3B
7088,Haringey,2,3 to 5 years,3B
7089,Haringey,2,1 to 3 years,Studio
7090,Haringey,3,Over 5 years,1B
7091,Haringey,2,Over 5 years,3B
7092,Haringey,3,1 to 3 years,3B
7093,Haringey,2,1 to 3 years,2B
7094,Haringey,2,3 to 5 years,1B
7095,Haringey,3,1 to 3 years,2B
7096,Haringey,2,1 to 3 years,Studio
7097,Haringey,5,Over 5 years,5B+
7098,Haringey,2,Over 5 years,3B
7099,Haringey,2,Over 5 years,1B
7100,Haringey,3,1 to 3 years,3B
7101,Haringey,2,3 to 5 years,Unknown
7102,Haringey,2,3 to 5 years,3B
7103,Haringey,3,Over 5 years,3B
7104,Haringey,2,1 to 3 years,3B
7105,Haringey,3,1 to 3 years,Unknown
7106,Haringey,2,1 to 3 years,Unknown
7107,Haringey,2,1 to 3 years,Unknown
7108,Haringey,2,1 to 3 years,3B
7109,Haringey,2,3 to 5 years,3B
7110,Haringey,2,Over 5 years,Unknown
7111,Haringey,2,1 to 3 years,3B
7112,Haringey,2,1 to 3 years,3B
7113,Haringey,Unknown,Unknown,Unknown
7114,Haringey,Unknown,Unknown,Unknown
7115,Haringey,4,3 to 5 years,2B
7116,Haringey,1,Over 5 years,3B
7117,Haringey,4,3 to 5 years,3B
7118,Haringey,3,Over 5 years,3B
7119,Haringey,3,Over 5 years,3B
7120,Haringey,Unknown,Unknown,Unknown
7121,Haringey,Unknown,Unknown,3B
7122,Haringey,2,1 to 3 years,3B
7123,Haringey,3,Over 5 years,3B
7124,Haringey,4,Over 5 years,2B
7125,Haringey,3,Over 5 years,2B
7126,Haringey,3,Over 5 years,3B
7127,Haringey,3,Over 5 years,Unknown
7128,Haringey,4,Over 5 years,3B
7129,Haringey,2,1 to 3 years,2B
7130,Haringey,3,3 to 5 years,2B
7131,Haringey,2,Over 5 years,Unknown
7132,Haringey,3,Over 5 years,3B
7133,Haringey,4,Over 5 years,3B
7134,Haringey,2,1 to 3 years,3B
7135,Haringey,5,Over 5 years,3B
7136,Haringey,2,1 to 3 years,3B
7137,Haringey,3,1 to 3 years,2B
7138,Haringey,2,1 to 3 years,3B
7139,Haringey,3,Over 5 years,3B
7140,Haringey,2,1 to 3 years,3B
7141,Haringey,3,Over 5 years,2B
7142,Haringey,4,3 to 5 years,2B
7143,Haringey,2,1 to 3 years,3B
7144,Haringey,5,Over 5 years,2B
7145,Islington,2,3 to 5 years,Unknown
7146,Islington,2,1 to 3 years,Unknown
7147,Islington,3,Over 5 years,Unknown
7148,Islington,2,1 to 3 years,Unknown
7149,Islington,3,3 to 5 years,Unknown
7150,Islington,2,1 to 3 years,Unknown
7151,Islington,2,1 to 3 years,Unknown
7152,Islington,2,1 to 3 years,Unknown
7153,Islington,2,1 to 3 years,Unknown
7154,Islington,3,Over 5 years,Unknown
7155,Islington,3,1 to 3 years,Unknown
7156,Islington,2,1 to 3 years,Unknown
7157,Islington,2,1 to 3 years,Unknown
7158,Islington,2,1 to 3 years,Unknown
7159,Islington,2,1 to 3 years,Unknown
7160,Islington,2,3 to 5 years,Unknown
7161,Islington,2,1 to 3 years,Unknown
7162,Islington,2,1 to 3 years,Unknown
7163,Islington,2,3 to 5 years,Unknown
7164,Islington,3,3 to 5 years,Unknown
7165,Islington,3,Over 5 years,Unknown
7166,Islington,3,Over 5 years,Unknown
7167,Islington,2,3 to 5 years,Unknown
7168,Islington,2,3 to 5 years,Unknown
7169,Islington,3,Over 5 years,Unknown
7170,Islington,3,Over 5 years,Unknown
7171,Islington,2,1 to 3 years,Unknown
7172,Islington,2,1 to 3 years,Unknown
7173,Islington,2,1 to 3 years,Unknown
7174,Islington,2,1 to 3 years,Unknown
7175,Islington,2,1 to 3 years,Unknown
7176,Islington,3,3 to 5 years,Unknown
7177,Islington,2,1 to 3 years,Unknown
7178,Islington,2,1 to 3 years,Unknown
7179,Islington,2,1 to 3 years,Unknown
7180,Islington,3,1 to 3 years,Unknown
7181,Islington,2,1 to 3 years,Unknown
7182,Islington,2,1 to 3 years,Unknown
7183,Islington,2,1 to 3 years,Unknown
7184,Islington,2,3 to 5 years,Unknown
7185,Islington,2,1 to 3 years,Unknown
7186,Islington,2,1 to 3 years,Unknown
7187,Islington,3,1 to 3 years,Unknown
7188,Islington,3,Over 5 years,Unknown
7189,Islington,2,3 to 5 years,Unknown
7190,Islington,3,Over 5 years,Unknown
7191,Islington,2,1 to 3 years,Unknown
7192,Islington,2,1 to 3 years,Unknown
7193,Islington,3,1 to 3 years,Unknown
7194,Islington,2,1 to 3 years,Unknown
7195,Islington,2,1 to 3 years,Unknown
7196,Islington,3,3 to 5 years,Unknown
7197,Islington,3,3 to 5 years,Unknown
7198,Islington,2,3 to 5 years,Unknown
7199,Islington,2,Over 5 years,Unknown
7200,Islington,2,1 to 3 years,Unknown
7201,Islington,2,1 to 3 years,Unknown
7202,Islington,2,3 to 5 years,Unknown
7203,Islington,2,3 to 5 years,Unknown
7204,Islington,2,1 to 3 years,Unknown
7205,Islington,3,1 to 3 years,Unknown
7206,Islington,2,1 to 3 years,Unknown
7207,Islington,3,Over 5 years,Unknown
7208,Islington,2,1 to 3 years,Unknown
7209,Islington,3,Over 5 years,Unknown
7210,Islington,2,1 to 3 years,Unknown
7211,Islington,2,1 to 3 years,Unknown
7212,Islington,3,1 to 3 years,Unknown
7213,Islington,3,1 to 3 years,Unknown
7214,Islington,3,1 to 3 years,Unknown
7215,Islington,2,1 to 3 years,Unknown
7216,Islington,2,1 to 3 years,Unknown
7217,Islington,2,Over 5 years,Unknown
7218,Islington,2,3 to 5 years,Unknown
7219,Islington,3,Over 5 years,Unknown
7220,Islington,2,3 to 5 years,Unknown
7221,Islington,2,1 to 3 years,Unknown
7222,Islington,3,Over 5 years,Unknown
7223,Islington,2,1 to 3 years,Unknown
